SYMBOL
EXT2
SMAD7
EMSY
ZNF276
IGF1R
PLCG1
PDGFRB
CCNA2
NQO1
BSG
NCOA3
CALB2
VIM
CSF3
MTOR
TMPRSS3
TGFB2
E2F1
CXCR4
CSF1R
CCNE1
PTK2B
RASSF1
VEGFC
SLC2A1
IL2
CDK1
CD247
TGFB1
FOS
MMP7
VTN
MAPK8
HSPD1
IL1A
CASP9
JUND
CASP7
AXIN1
TNFRSF10A
RAB25
KLK7
MIR199A1
TP73
TYMS
CTAG1B
CXADR
ST14
SMAD4
CTSB
NACC1
ZNF217
EBAG9
PTGS2
SPINK1
ZEB2
YBX1
ELAVL1
CTSD
SLPI
AURKA
CXCL12
CFLAR
FGF2
CUL1
ETV4
IGFBP2
PRKACA
JAK1
LPAR2
CAV1
TSG101
LGALS3BP
SRC
CD274
TGFBR2
SPA17
AMBP
ATP7A
APAF1
DCK
VEGFA
PLG
CLU
CEACAM5
IGF2
HELLS
IFI27
CCND2
LPAR1
FANCD2OS
LOC107982234
LOC130058543
TGFB3
AMHR2
HPN
CSF2
H2AX
DIABLO
SPP1
HGF
MAP2K4
HPSE
TWIST1
GAPDH
HLA-G
MAPK14
SMAD2
MAP2K1
F2R
CTNNA1
CDC25C
RAF1
RARB
TUBB3
NBR1
RHOA
TNFRSF10C
PLAGL1
CYP19A1
PAEP
SELENBP1
GNRH2
TGFBR1
PTGS1
TIMP3
IL24
CYCS
ITGB1
CCBE1
SETD2
AREG
DUSP1
EPHB4
DNMT3A
FGF13
TACSTD2
RARA
BECN1
STMN1
SERPINB2
CDK6
NRP1
CDC25A
TIMP1
TYMP
CCR7
STK11
SKP2
NOTCH1
SAT1
FLT1
SP1
SMAD3
EZR
HSP90AA1
KLK14
HSPB2
RBP1
MCL1
ENG
GRPR
IL6
SPARC
GPC3
E2F3
EIF2AK3
MECOM
EDN1
DNMT1
MGMT
VEGFD
SMARCA4
TP53BP1
FGF7
GRP
PRKCA
E2F2
SNAI1
GPR4
HBEGF
MUC4
ATP7B
ATR
JUP
MIRLET7A1
MSH3
KRT8
IFNG
IDO1
PRSS8
ITGA6
RSF1
KLK13
CD40
LGALS1
GPER1
IGFBP3
AKR1C1
PLK1
ZEB1
ANGPT1
CD86
CCND3
LCP1
ANXA3
CD34
CXCL8
FGF3
SULF1
JAK2
IL3
IRF1
PROM1
NF2
CD80
TKT
CXCL1
FGFR2
WWOX
IL10
PIK3R1
CHEK1
IGFBP5
LOX
PHB1
ALDH1A1
PDCD1
HSPA4
DHFR
TGM2
ASNS
HDAC9
CDKN2C
GJA1
ITGA2
PTTG1
DNMT3B
TEK
LIF
NANOG
CDKN3
RAD52
NFKBIA
POU5F1
PXN
MYCN
RNASET2
RELA
IL1B
IL17A
CTLA4
NF1
DHDH
PTPN1
TFRC
MIR17
MAGEA3
DCN
ETV7
E2F4
IGF1
SOD2
PRSS21
CEACAM3
HNF4A
CCNB1
POLE
ANGPT2
PECAM1
ESRRA
FST
GSK3B
TFF1
CCL2
TPD52
TNFRSF10D
CA9
EIF4EBP1
FGF8
SLC31A1
CCN2
VTCN1
PTPN13
CD59
STAT5A
FOXO3
PAK1
NOTCH3
INSR
HSPA1A
SPINT1
CYP1B1
IL7
GRN
KRT18
HMGA2
FGF1
AKAP3
RUNX1
CASP1
CDH5
FAP
IL4R
HMGB1
HIC1
ROCK1
BMP4
TXN
MIR509-1
NPM1
STAT1
EIF4E
CDR2
APEX1
INS
IL6R
NOTCH4
CDH13
RAN
BMP6
L1CAM
PIK3CB
HRAS
AFP
KLRK1
IL4
PPP2R1A
MAGEA1
CYP3A4
HSD17B1
MIR193A
MIR9-1
HP
GATA4
CCNA1
CD46
FURIN
CDK7
ABCC3
SHC1
MIF
CASP2
WNT5A
MIR34A
MIR27A
DAPK1
DPP4
LCN2
MIR205
BCL2L11
BMP2
SERPINE1
ITGB4
CCNG1
TLR4
GDF15
MMP1
MAP3K5
REL
DIRAS3
TUBA1B
IL13RA2
CYP1A1
CDC42
RBBP8
LHCGR
PARP2
EP300
LGR6
FGF9
ARNT
IFNA1
FGFR1
RGCC
XRCC2
MIR196A1
XRCC1
HSPA8
MMP3
IL11
CTSL
CGB5
IRS1
LYVE1
JAG1
PPARG
MMP13
CCR1
ARAF
FANCM
S100A6
ATF3
KLK3
PRKDC
VHL
IL18
ACACA
HAS2
NCOA4
STC1
GATA3
THY1
IGFBP4
FGF4
GLI1
ANXA2
KITLG
ITGA5
DROSHA
ESRRB
LDHA
OVGP1
MIR98
FGF5
PPARA
EIF5A
LGALS3
SLC19A1
CBS
TNFRSF1A
FANCI
OGG1
XRCC3
SFN
AMH
GRB2
LTBP1
CDH3
DPYD
ETS2
CYP17A1
AURKB
AURKC
AADAC
ABCA1
ABCA13
ABAC2
ABCB4
ABCB5
ABCB10
CSMD3
PABPC1
RICTOR
DNAH11
RAD17
FLNB
SATB1
UBR5
MDN1
DST
trrap
NR2F1
SDHA
PDE3A
CDH10
KMT2C
NCAM2
CHD5
KIF26B
ZFHX4
PAK2
CASR
IMPDH1
GRM8
PTPRZ1
CSNK1E
PTGER4
TENM2
RAPGEF1
SPTAN1
FAT1
GRIA2
CUX1
SLC4A2
ENPP1
CTNND2
CACNA1C
LAMA2
SYNE1
RIMS1
WDFY3
DYRK1A
CSPG4
HTT
LATS
MYH9
TFAP2D
FBN2
TNXB
RIMS2
PREX1
ROBO1
BUB1
TTK
ARID1A
LNCOC1
PHF13
TTN
HMCN1
USH2A
RYR2
CSMD1
HERC2
FLG
RELN
CNTNAP5
DNAH10
UNC79
FAT3
DYNC1H1
ADGRL3
MGAM
CELSR2
USP9X
SPTA1
ANK2
MYH4
ZNF133
DNAH3
HECTD4
DNAH5
ARHGAP35
KMT2A
PLXNA4
NUTM2A
IQSEC1
FLG2
MYH1
ACTN3
FAT4
OBSCN
DCAF1
ARFGEF2
DCHS1
RYR1
LRP2
COL1A2
PCDHA2
PODN
NEB
EIF2B5
FRAS1
ADAMTS19
NUP188
LRP1
CHD4
ASXL3
SZT2
GRIN2A
IGSF3
ALMS1
DOCK11
KCNA3
HUWE1
ABCC8
DNAH9
FLNC
KIAA1109
KIAA0100
TRPC7
APOB
MMR
FANCJ
BACH1
CES1
DGKB
COLIA2
TPTEP2-CSNK1E
TNRC6A
